noun,verb,metric,mean
ansin (relief),X wo maku (Y scatters X),metaphoricity,3.2000000000000000
kibou (hope),X wo siboridasu (Y squeezes X),novelty,3.0000000000000000
zetubou (despair),X ga tamaru (X gets collected),comprehensibility,1.7000000000000000
abura (oil),X ga moreru (X leaks),metaphoricity,0.30000000000000000000
sitto (envy),X ni uku (Y floats on X),comprehensibility,0.70000000000000000000
tanosisa (enjoyment),X ga mitiru (X fills Y),metaphoricity,1.5000000000000000
yorokobi (delight),X ga yodomu (X gets stagnant),metaphoricity,2.5000000000000000
ikari (anger),X ga huttou-suru (X boils),metaphoricity,2.8000000000000000
yorokobi (delight),X ni hitasu (Y dips Z in X),novelty,2.7000000000000000
syutisin (shame),X ga hotobasiru (X spurts),novelty,2.8000000000000000
iwa (rock),X wo kakeru (Y sprays X),comprehensibility,1.1000000000000000
kimoti (feeling),X ni hitasu (Y dips Z in X),metaphoricity,2.4000000000000000
jounetu (passion),X ga nigoru (X gets cloudy),metaphoricity,2.2000000000000000
kairaku (pleasure),X ga hotobasiru (X spurts),novelty,3.0000000000000000
ikari (anger),X ga moreru (X leaks),novelty,2.7000000000000000
kimoti (feeling),X ga yodomu (X gets stagnant),novelty,1.2000000000000000
kanasimi (sorrow),X ga nigoru (X gets cloudy),comprehensibility,1.00000000000000000000
ari (ant),X wo sosogu (Y pours X),comprehensibility,0.70000000000000000000
yorokobi (delight),X ni sizumu (Y sinks into X),metaphoricity,1.9000000000000000
human (complaint),X wo kumitoru (Y scoops up X),metaphoricity,1.5000000000000000
ito (intention),X ni tukaru (Y gets submerged in X),comprehensibility,1.1000000000000000
jouhou (information),X wo makitirasu (Y sprinkles X),novelty,2.3000000000000000
suna (sand),X ga nagareru (X flows),comprehensibility,3.3000000000000000
kibou (hope),X ga tamaru (X gets collected),metaphoricity,2.8000000000000000
kimoti (feeling),X ni sizumu (Y sinks into X),novelty,2.7000000000000000
suimin (sleep),X ga sumu (X gets clear),novelty,3.8000000000000000
suimin (sleep),X ni tukaru (Y gets submerged in X),metaphoricity,2.7000000000000000
kuuki (air),X ga waku (X gushes out),novelty,2.9000000000000000
yuuki (bravery),X wo makitirasu (Y sprinkles X),comprehensibility,1.4000000000000000
kotoba (word),X ga ahureru (X overflows),novelty,1.2000000000000000
kinsen (money),X ga huttou-suru (X boils),novelty,3.6000000000000000
oto (sound),X ga mitiru (X fills Y),novelty,2.6000000000000000
kibou (hope),X wo sosogu (Y pours X),metaphoricity,2.5000000000000000
doro (mud),X ga waku (X gushes out),novelty,2.4000000000000000
koe (voice),X wo abiseru (Y showers X),metaphoricity,2.2000000000000000
kinsen (money),X ga moreru (X leaks),metaphoricity,2.6000000000000000
kyouhu (fear),X ga simiru (X soaks into Y),novelty,2.9000000000000000
ari (ant),X ga tamaru (X gets collected),comprehensibility,1.9000000000000000
mizu (water),X ga hotobasiru (X spurts),novelty,1.1000000000000000
roudou (labor),X wo abiseru (Y showers X),metaphoricity,2.3000000000000000
huan (anxiety),X ni oboreru (Y almost drowns in X),novelty,2.7000000000000000
abura (oil),X ga sumu (X gets clear),novelty,1.9000000000000000
keeki (cake),X wo maku (Y scatters X),comprehensibility,1.1000000000000000
zouo (hatred),X wo nomu (Y drinks X),metaphoricity,2.6000000000000000
abura (oil),X ni tukaru (Y gets submerged in X),metaphoricity,1.4000000000000000
neko (cat),X wo kumitoru (Y scoops up X),metaphoricity,1.6000000000000000
zetubou (despair),X wo sosogu (Y pours X),comprehensibility,1.1000000000000000
jounetu (passion),X ga sitataru (X drips),metaphoricity,2.6000000000000000
hikari (light),X wo maku (Y scatters X),comprehensibility,0.80000000000000000000
rikai (understanding),X wo siboridasu (Y squeezes X),comprehensibility,1.8000000000000000
ikari (anger),X ga sumu (X gets clear),metaphoricity,2.2000000000000000
nioi (smell),X ni hitasu (Y dips Z in X),comprehensibility,1.2000000000000000
ikari (anger),X ni tukaru (Y gets submerged in X),novelty,3.4000000000000000
zouo (hatred),X ga nagareru (X flows),novelty,3.4000000000000000
sitto (envy),X de susugu (Y rinses Z with X),comprehensibility,0.60000000000000000000
suimin (sleep),X ga huttou-suru (X boils),novelty,3.6000000000000000
suimin (sleep),X ga moreru (X leaks),metaphoricity,2.7000000000000000
kanasimi (sorrow),X ga sitataru (X drips),comprehensibility,2.0000000000000000
ito (intention),X ga moreru (X leaks),comprehensibility,2.4000000000000000
hikari (light),X ga simiru (X soaks into Y),comprehensibility,1.5000000000000000
zetubou (despair),X wo tarasu (Y drops X),metaphoricity,2.3000000000000000
neko (cat),X ga nagareru (X flows),comprehensibility,0.50000000000000000000
ikari (anger),X wo makitirasu (Y sprinkles X),metaphoricity,2.2000000000000000
tanosisa (enjoyment),X de susugu (Y rinses Z with X),comprehensibility,0.40000000000000000000
kanasimi (sorrow),X ga nizimu (X oozes),novelty,2.4000000000000000
jouhou (information),X ga moreru (X leaks),metaphoricity,1.8000000000000000
yorokobi (delight),X ni oboreru (Y almost drowns in X),comprehensibility,2.4000000000000000
ai (love),X wo susuru (Y sips X),metaphoricity,2.9000000000000000
kibou (hope),X ga nagarederu (X flows out),novelty,3.7000000000000000
doro (mud),X wo kakeru (Y sprays X),novelty,0.50000000000000000000
hikari (light),X ga hotobasiru (X spurts),metaphoricity,2.1000000000000000
jouhou (information),X ga huttou-suru (X boils),novelty,2.7000000000000000
doro (mud),X ni sizumu (Y sinks into X),novelty,1.6000000000000000
keeki (cake),X ga hotobasiru (X spurts),metaphoricity,1.5000000000000000
kibou (hope),X wo tarasu (Y drops X),comprehensibility,0.80000000000000000000
yuuki (bravery),X ga sumu (X gets clear),comprehensibility,0.60000000000000000000
kyouhu (fear),X wo maku (Y scatters X),novelty,2.7000000000000000
doro (mud),X ga yodomu (X gets stagnant),novelty,2.8000000000000000
kotoba (word),X ga nigoru (X gets cloudy),metaphoricity,2.8000000000000000
ari (ant),X ga uzumaku (X whirls),comprehensibility,2.2000000000000000
iwa (rock),X ni oboreru (Y almost drowns in X),metaphoricity,1.7000000000000000
doro (mud),X ni hitasu (Y dips Z in X),metaphoricity,1.3000000000000000
abura (oil),X wo makitirasu (Y sprinkles X),novelty,1.7000000000000000
keeki (cake),X ga simiru (X soaks into Y),comprehensibility,0.30000000000000000000
human (complaint),X wo siboridasu (Y squeezes X),comprehensibility,2.2000000000000000
hikari (light),X ga mitiru (X fills Y),comprehensibility,2.7000000000000000
ai (love),X ga sumu (X gets clear),metaphoricity,2.3000000000000000
ai (love),X ni tukaru (Y gets submerged in X),novelty,2.4000000000000000
suimin (sleep),X ni hitaru (Y soaks in X),comprehensibility,1.5000000000000000
kotoba (word),X ga yodomu (X gets stagnant),comprehensibility,2.7000000000000000
roudou (labor),X ga tamaru (X gets collected),metaphoricity,2.3000000000000000
zetubou (despair),X wo kumitoru (Y scoops up X),novelty,3.0000000000000000
ito (intention),X ni hitaru (Y soaks in X),metaphoricity,2.1000000000000000
koe (voice),X ga tamaru (X gets collected),metaphoricity,2.5000000000000000
huan (anxiety),X ga sitataru (X drips),novelty,3.2000000000000000
zouo (hatred),X ga nagarederu (X flows out),novelty,2.8000000000000000
ari (ant),X wo abiseru (Y showers X),comprehensibility,0.80000000000000000000
kairaku (pleasure),X de susugu (Y rinses Z with X),novelty,3.8000000000000000
kotoba (word),X ni sizumu (Y sinks into X),comprehensibility,2.4000000000000000
mizu (water),X ni uku (Y floats on X),novelty,0.10000000000000000000
syutisin (shame),X de susugu (Y rinses Z with X),novelty,3.7000000000000000
zouo (hatred),X wo tarasu (Y drops X),comprehensibility,1.1000000000000000
jounetu (passion),X ni oboreru (Y almost drowns in X),metaphoricity,1.7000000000000000
yorokobi (delight),X ga nizimu (X oozes),novelty,2.5000000000000000
oto (sound),X wo maku (Y scatters X),novelty,3.4000000000000000
nioi (smell),X ga ahureru (X overflows),metaphoricity,1.3000000000000000
kotoba (word),X wo kakeru (Y sprays X),comprehensibility,4.0000000000000000
roudou (labor),X wo siboridasu (Y squeezes X),novelty,3.0000000000000000
kimoti (feeling),X ga nizimu (X oozes),metaphoricity,2.1000000000000000
koe (voice),X wo siboridasu (Y squeezes X),novelty,0.20000000000000000000
kanjou (emotion),X de susugu (Y rinses Z with X),comprehensibility,0.40000000000000000000
jikan (time),X ni tukaru (Y gets submerged in X),comprehensibility,1.3000000000000000
yuuki (bravery),X wo susuru (Y sips X),comprehensibility,0.60000000000000000000
kanasimi (sorrow),X ni oboreru (Y almost drowns in X),comprehensibility,2.9000000000000000
kinsen (money),X ni hitaru (Y soaks in X),comprehensibility,1.2000000000000000
keeki (cake),X ga mitiru (X fills Y),comprehensibility,0.20000000000000000000
zouo (hatred),X wo sosogu (Y pours X),metaphoricity,1.8000000000000000
oto (sound),X ga simiru (X soaks into Y),novelty,1.4000000000000000
hikari (light),X ni uku (Y floats on X),metaphoricity,1.4000000000000000
kuuki (air),X ga nizimu (X oozes),metaphoricity,2.1000000000000000
kyouhu (fear),X ga mitiru (X fills Y),novelty,1.1000000000000000
abura (oil),X wo susuru (Y sips X),novelty,3.1000000000000000
suna (sand),X wo siboridasu (Y squeezes X),comprehensibility,1.3000000000000000
neko (cat),X wo tarasu (Y drops X),novelty,3.5000000000000000
nioi (smell),X ga nigoru (X gets cloudy),novelty,2.7000000000000000
yorokobi (delight),X ga sitataru (X drips),comprehensibility,2.1000000000000000
ansin (relief),X de susugu (Y rinses Z with X),comprehensibility,0.30000000000000000000
kibou (hope),X wo nomu (Y drinks X),metaphoricity,1.8000000000000000
jouhou (information),X ni hitaru (Y soaks in X),comprehensibility,2.4000000000000000
ito (intention),X ga koboreru (X spills out),novelty,3.6000000000000000
huan (anxiety),X ga nizimu (X oozes),comprehensibility,3.1000000000000000
neko (cat),X ga nagarederu (X flows out),comprehensibility,0.50000000000000000000
ai (love),X wo makitirasu (Y sprinkles X),metaphoricity,2.5000000000000000
koe (voice),X ga uzumaku (X whirls),metaphoricity,2.7000000000000000
roudou (labor),X ga uzumaku (X whirls),metaphoricity,2.3000000000000000
iwa (rock),X ga sitataru (X drips),metaphoricity,3.1000000000000000
keeki (cake),X ni uku (Y floats on X),metaphoricity,0.50000000000000000000
kibou (hope),X ga nagareru (X flows),novelty,3.4000000000000000
zetubou (despair),X wo nomu (Y drinks X),comprehensibility,0.80000000000000000000
ikari (anger),X wo susuru (Y sips X),metaphoricity,3.0000000000000000
doro (mud),X ga ahureru (X overflows),comprehensibility,2.7000000000000000
kotoba (word),X ga waku (X gushes out),comprehensibility,3.3000000000000000
human (complaint),X wo makitirasu (Y sprinkles X),metaphoricity,1.1000000000000000
nioi (smell),X ga simiru (X soaks into Y),novelty,1.4000000000000000
jouhou (information),X wo kumitoru (Y scoops up X),novelty,0.70000000000000000000
jikan (time),X ga uzumaku (X whirls),metaphoricity,2.6000000000000000
ito (intention),X wo nomu (Y drinks X),metaphoricity,1.4000000000000000
ari (ant),X wo susuru (Y sips X),novelty,3.5000000000000000
mizu (water),X wo kakeru (Y sprays X),novelty,0.00000000000000000000
oto (sound),X ga nigoru (X gets cloudy),novelty,0.90000000000000000000
rikai (understanding),X wo susuru (Y sips X),metaphoricity,2.4000000000000000
suimin (sleep),X wo nomu (Y drinks X),comprehensibility,0.40000000000000000000
hikari (light),X ga waku (X gushes out),metaphoricity,2.2000000000000000
kyouhu (fear),X ni hitasu (Y dips Z in X),comprehensibility,1.6000000000000000
kinsen (money),X wo nomu (Y drinks X),comprehensibility,1.00000000000000000000
keeki (cake),X ga waku (X gushes out),metaphoricity,1.6000000000000000
ansin (relief),X ni oboreru (Y almost drowns in X),metaphoricity,1.8000000000000000
kibou (hope),X ga koboreru (X spills out),novelty,2.6000000000000000
kotoba (word),X ni uku (Y floats on X),comprehensibility,0.90000000000000000000
mizu (water),X ni sizumu (Y sinks into X),novelty,0.50000000000000000000
zouo (hatred),X ga moreru (X leaks),comprehensibility,2.3000000000000000
tanosisa (enjoyment),X ga sitataru (X drips),metaphoricity,2.4000000000000000
suna (sand),X ni tukaru (Y gets submerged in X),novelty,2.2000000000000000
mizu (water),X ni hitasu (Y dips Z in X),metaphoricity,0.40000000000000000000
suna (sand),X ga sumu (X gets clear),metaphoricity,2.3000000000000000
ito (intention),X ga nagareru (X flows),novelty,3.0000000000000000
yuuki (bravery),X wo abiseru (Y showers X),novelty,3.3000000000000000
mizu (water),X ga yodomu (X gets stagnant),novelty,1.00000000000000000000
kibou (hope),X ni hitaru (Y soaks in X),metaphoricity,2.1000000000000000
kanasimi (sorrow),X de susugu (Y rinses Z with X),metaphoricity,2.6000000000000000
neko (cat),X ga moreru (X leaks),novelty,3.7000000000000000
doro (mud),X ga hotobasiru (X spurts),novelty,3.3000000000000000
keeki (cake),X ni sizumu (Y sinks into X),metaphoricity,1.4000000000000000
hikari (light),X wo kakeru (Y sprays X),metaphoricity,2.6000000000000000
roudou (labor),X ni tukaru (Y gets submerged in X),comprehensibility,1.7000000000000000
mizu (water),X ga waku (X gushes out),novelty,0.00000000000000000000
sitto (envy),X ga sitataru (X drips),metaphoricity,2.5000000000000000
abura (oil),X wo abiseru (Y showers X),comprehensibility,1.9000000000000000
neko (cat),X ga huttou-suru (X boils),metaphoricity,2.1000000000000000
kanjou (emotion),X ni oboreru (Y almost drowns in X),metaphoricity,3.8000000000000000
keeki (cake),X ga yodomu (X gets stagnant),metaphoricity,0.80000000000000000000
jikan (time),X wo siboridasu (Y squeezes X),novelty,1.9000000000000000
suna (sand),X wo makitirasu (Y sprinkles X),metaphoricity,0.50000000000000000000
keeki (cake),X ni hitasu (Y dips Z in X),novelty,3.4000000000000000
kinsen (money),X wo kumitoru (Y scoops up X),novelty,3.0000000000000000
jounetu (passion),X de susugu (Y rinses Z with X),comprehensibility,0.60000000000000000000
koe (voice),X ni tukaru (Y gets submerged in X),comprehensibility,1.4000000000000000
kotoba (word),X ga mitiru (X fills Y),metaphoricity,2.6000000000000000
oto (sound),X ga ahureru (X overflows),metaphoricity,2.7000000000000000
suimin (sleep),X wo kumitoru (Y scoops up X),novelty,3.5000000000000000
zetubou (despair),X ni hitaru (Y soaks in X),comprehensibility,2.7000000000000000
nioi (smell),X wo maku (Y scatters X),novelty,1.7000000000000000
ai (love),X wo siboridasu (Y squeezes X),comprehensibility,1.9000000000000000
hikari (light),X ni hitasu (Y dips Z in X),novelty,3.6000000000000000
human (complaint),X ni tukaru (Y gets submerged in X),novelty,2.8000000000000000
human (complaint),X ga sumu (X gets clear),metaphoricity,0.60000000000000000000
hikari (light),X ga yodomu (X gets stagnant),metaphoricity,2.5000000000000000
jikan (time),X ga tamaru (X gets collected),metaphoricity,2.6000000000000000
jouhou (information),X wo nomu (Y drinks X),comprehensibility,1.5000000000000000
keeki (cake),X wo kakeru (Y sprays X),metaphoricity,0.40000000000000000000
hikari (light),X ni sizumu (Y sinks into X),metaphoricity,2.2000000000000000
zouo (hatred),X ni hitaru (Y soaks in X),metaphoricity,1.6000000000000000
yuuki (bravery),X wo siboridasu (Y squeezes X),metaphoricity,2.4000000000000000
iwa (rock),X de susugu (Y rinses Z with X),comprehensibility,0.20000000000000000000
hikari (light),X ga nigoru (X gets cloudy),comprehensibility,2.6000000000000000
syutisin (shame),X ga nizimu (X oozes),metaphoricity,2.3000000000000000
ito (intention),X ga nagarederu (X flows out),novelty,1.7000000000000000
neko (cat),X ga koboreru (X spills out),comprehensibility,0.80000000000000000000
kairaku (pleasure),X ga nizimu (X oozes),metaphoricity,2.2000000000000000
kinsen (money),X wo tarasu (Y drops X),metaphoricity,2.1000000000000000
kotoba (word),X ga simiru (X soaks into Y),metaphoricity,2.3000000000000000
jouhou (information),X wo sosogu (Y pours X),comprehensibility,1.4000000000000000
yuuki (bravery),X ga tamaru (X gets collected),novelty,3.5000000000000000
kimoti (feeling),X de susugu (Y rinses Z with X),novelty,3.6000000000000000
keeki (cake),X ga nigoru (X gets cloudy),comprehensibility,0.40000000000000000000
yorokobi (delight),X de susugu (Y rinses Z with X),metaphoricity,2.1000000000000000
ansin (relief),X ga sitataru (X drips),metaphoricity,2.3000000000000000
ito (intention),X wo tarasu (Y drops X),comprehensibility,0.70000000000000000000
kyouhu (fear),X ga ahureru (X overflows),metaphoricity,2.3000000000000000
rikai (understanding),X wo makitirasu (Y sprinkles X),metaphoricity,2.6000000000000000
abura (oil),X ga uzumaku (X whirls),comprehensibility,1.9000000000000000
suimin (sleep),X wo tarasu (Y drops X),metaphoricity,1.7000000000000000
ari (ant),X wo makitirasu (Y sprinkles X),novelty,3.6000000000000000
mizu (water),X ga ahureru (X overflows),comprehensibility,3.6000000000000000
kotoba (word),X ga hotobasiru (X spurts),comprehensibility,2.5000000000000000
human (complaint),X wo susuru (Y sips X),metaphoricity,2.2000000000000000
tanosisa (enjoyment),X ni oboreru (Y almost drowns in X),metaphoricity,2.9000000000000000
kotoba (word),X wo maku (Y scatters X),metaphoricity,2.2000000000000000
ari (ant),X ga sumu (X gets clear),novelty,3.5000000000000000
ari (ant),X ni tukaru (Y gets submerged in X),metaphoricity,0.70000000000000000000
nioi (smell),X ga mitiru (X fills Y),novelty,2.4000000000000000
kuuki (air),X de susugu (Y rinses Z with X),novelty,3.4000000000000000
jouhou (information),X wo tarasu (Y drops X),metaphoricity,3.0000000000000000
rikai (understanding),X ni tukaru (Y gets submerged in X),novelty,3.7000000000000000
ikari (anger),X wo siboridasu (Y squeezes X),comprehensibility,2.0000000000000000
rikai (understanding),X ga sumu (X gets clear),metaphoricity,1.7000000000000000
sitto (envy),X ni oboreru (Y almost drowns in X),metaphoricity,3.4000000000000000
ito (intention),X wo sosogu (Y pours X),metaphoricity,1.9000000000000000
kanjou (emotion),X ga sitataru (X drips),metaphoricity,2.1000000000000000
suimin (sleep),X wo sosogu (Y pours X),comprehensibility,0.60000000000000000000
abura (oil),X ga tamaru (X gets collected),comprehensibility,3.3000000000000000
zetubou (despair),X ga moreru (X leaks),metaphoricity,3.5000000000000000
doro (mud),X ni uku (Y floats on X),novelty,2.7000000000000000
zetubou (despair),X ga huttou-suru (X boils),novelty,3.6000000000000000
yuuki (bravery),X ga uzumaku (X whirls),novelty,3.2000000000000000
kyouhu (fear),X ga nigoru (X gets cloudy),novelty,3.9000000000000000
suna (sand),X wo susuru (Y sips X),metaphoricity,2.0000000000000000
zouo (hatred),X ga koboreru (X spills out),novelty,3.2000000000000000
oto (sound),X ni hitasu (Y dips Z in X),comprehensibility,0.90000000000000000000
jikan (time),X wo abiseru (Y showers X),metaphoricity,3.0000000000000000
kibou (hope),X ga moreru (X leaks),comprehensibility,0.90000000000000000000
kinsen (money),X wo sosogu (Y pours X),comprehensibility,2.2000000000000000
kinsen (money),X ga tamaru (X gets collected),comprehensibility,3.5000000000000000
rikai (understanding),X ga moreru (X leaks),novelty,2.9000000000000000
ari (ant),X ga moreru (X leaks),metaphoricity,1.00000000000000000000
kanjou (emotion),X ga nigoru (X gets cloudy),metaphoricity,2.8000000000000000
yuuki (bravery),X ga nagarederu (X flows out),metaphoricity,2.3000000000000000
ari (ant),X ga huttou-suru (X boils),novelty,3.4000000000000000
tanosisa (enjoyment),X ga yodomu (X gets stagnant),comprehensibility,1.4000000000000000
rikai (understanding),X ga huttou-suru (X boils),metaphoricity,3.1000000000000000
yorokobi (delight),X ga mitiru (X fills Y),comprehensibility,3.7000000000000000
sitto (envy),X ga waku (X gushes out),comprehensibility,2.8000000000000000
zetubou (despair),X ni tukaru (Y gets submerged in X),metaphoricity,2.1000000000000000
keeki (cake),X ga nizimu (X oozes),novelty,3.7000000000000000
ansin (relief),X ga ahureru (X overflows),novelty,3.0000000000000000
kyouhu (fear),X ga sitataru (X drips),novelty,3.1000000000000000
zetubou (despair),X ga sumu (X gets clear),novelty,3.5000000000000000
ito (intention),X wo siboridasu (Y squeezes X),novelty,2.7000000000000000
tanosisa (enjoyment),X ni sizumu (Y sinks into X),comprehensibility,0.50000000000000000000
ai (love),X wo kumitoru (Y scoops up X),metaphoricity,1.8000000000000000
jouhou (information),X ga uzumaku (X whirls),comprehensibility,3.6000000000000000
jounetu (passion),X ga hotobasiru (X spurts),comprehensibility,3.4000000000000000
tanosisa (enjoyment),X wo kakeru (Y sprays X),comprehensibility,0.30000000000000000000
suna (sand),X ga koboreru (X spills out),comprehensibility,3.6000000000000000
kanasimi (sorrow),X ga simiru (X soaks into Y),comprehensibility,2.5000000000000000
iwa (rock),X ga mitiru (X fills Y),metaphoricity,2.6000000000000000
abura (oil),X wo sosogu (Y pours X),comprehensibility,3.6000000000000000
koe (voice),X ni hitaru (Y soaks in X),metaphoricity,2.5000000000000000
hikari (light),X ga nizimu (X oozes),novelty,2.5000000000000000
kuuki (air),X ni uku (Y floats on X),novelty,2.9000000000000000
roudou (labor),X ni hitaru (Y soaks in X),metaphoricity,2.9000000000000000
suimin (sleep),X ga tamaru (X gets collected),comprehensibility,1.1000000000000000
ito (intention),X ga tamaru (X gets collected),metaphoricity,1.1000000000000000
kibou (hope),X ni tukaru (Y gets submerged in X),comprehensibility,1.4000000000000000
kanasimi (sorrow),X ga hotobasiru (X spurts),metaphoricity,2.4000000000000000
doro (mud),X de susugu (Y rinses Z with X),novelty,2.2000000000000000
jounetu (passion),X ga simiru (X soaks into Y),metaphoricity,2.0000000000000000
kanasimi (sorrow),X wo maku (Y scatters X),comprehensibility,0.40000000000000000000
ai (love),X ga nagareru (X flows),comprehensibility,1.00000000000000000000
yorokobi (delight),X ni uku (Y floats on X),metaphoricity,2.2000000000000000
koe (voice),X ga koboreru (X spills out),novelty,1.3000000000000000
suimin (sleep),X ga uzumaku (X whirls),comprehensibility,0.30000000000000000000
abura (oil),X wo tarasu (Y drops X),metaphoricity,0.90000000000000000000
ikari (anger),X ga nagarederu (X flows out),comprehensibility,2.4000000000000000
huan (anxiety),X ga mitiru (X fills Y),novelty,2.3000000000000000
kimoti (feeling),X ni uku (Y floats on X),novelty,3.0000000000000000
ito (intention),X ga uzumaku (X whirls),metaphoricity,2.1000000000000000
kairaku (pleasure),X ga ahureru (X overflows),comprehensibility,3.2000000000000000
jikan (time),X wo nomu (Y drinks X),metaphoricity,2.2000000000000000
sitto (envy),X wo kakeru (Y sprays X),comprehensibility,0.70000000000000000000
neko (cat),X wo susuru (Y sips X),metaphoricity,1.5000000000000000
jounetu (passion),X wo maku (Y scatters X),metaphoricity,2.4000000000000000
oto (sound),X ni oboreru (Y almost drowns in X),novelty,2.4000000000000000
hikari (light),X ga sitataru (X drips),comprehensibility,2.0000000000000000
jouhou (information),X ga tamaru (X gets collected),comprehensibility,2.9000000000000000
syutisin (shame),X ga ahureru (X overflows),comprehensibility,3.0000000000000000
yuuki (bravery),X wo sosogu (Y pours X),novelty,2.3000000000000000
roudou (labor),X ga koboreru (X spills out),novelty,3.6000000000000000
iwa (rock),X ni uku (Y floats on X),comprehensibility,0.70000000000000000000
kyouhu (fear),X ga nizimu (X oozes),comprehensibility,2.7000000000000000
keeki (cake),X ga sitataru (X drips),comprehensibility,0.60000000000000000000
ansin (relief),X ga nigoru (X gets cloudy),metaphoricity,2.9000000000000000
sitto (envy),X ni sizumu (Y sinks into X),comprehensibility,1.8000000000000000
kanjou (emotion),X ga ahureru (X overflows),novelty,0.80000000000000000000
human (complaint),X ga koboreru (X spills out),comprehensibility,3.4000000000000000
sitto (envy),X ga yodomu (X gets stagnant),comprehensibility,0.90000000000000000000
ikari (anger),X wo tarasu (Y drops X),novelty,3.8000000000000000
tanosisa (enjoyment),X ga waku (X gushes out),comprehensibility,2.9000000000000000
kinsen (money),X ga uzumaku (X whirls),comprehensibility,1.9000000000000000
jikan (time),X ga nagareru (X flows),novelty,0.10000000000000000000
mizu (water),X ga nizimu (X oozes),metaphoricity,0.40000000000000000000
zetubou (despair),X wo makitirasu (Y sprinkles X),novelty,2.9000000000000000
roudou (labor),X ga moreru (X leaks),comprehensibility,0.60000000000000000000
tanosisa (enjoyment),X ga ahureru (X overflows),novelty,2.0000000000000000
abura (oil),X wo kumitoru (Y scoops up X),novelty,1.6000000000000000
sitto (envy),X ga nigoru (X gets cloudy),metaphoricity,2.0000000000000000
yuuki (bravery),X wo nomu (Y drinks X),novelty,3.0000000000000000
neko (cat),X ga sumu (X gets clear),metaphoricity,1.2000000000000000
neko (cat),X ni tukaru (Y gets submerged in X),novelty,3.7000000000000000
kanjou (emotion),X ga waku (X gushes out),comprehensibility,3.5000000000000000
jikan (time),X wo sosogu (Y pours X),metaphoricity,2.8000000000000000
huan (anxiety),X ga simiru (X soaks into Y),novelty,3.1000000000000000
ansin (relief),X ni sizumu (Y sinks into X),comprehensibility,1.3000000000000000
iwa (rock),X wo maku (Y scatters X),metaphoricity,1.6000000000000000
kyouhu (fear),X ni oboreru (Y almost drowns in X),novelty,2.1000000000000000
kinsen (money),X wo abiseru (Y showers X),comprehensibility,2.1000000000000000
koe (voice),X ga moreru (X leaks),comprehensibility,3.7000000000000000
ansin (relief),X ga yodomu (X gets stagnant),comprehensibility,1.5000000000000000
syutisin (shame),X ga waku (X gushes out),novelty,2.4000000000000000
human (complaint),X ga huttou-suru (X boils),metaphoricity,2.4000000000000000
yuuki (bravery),X ga nagareru (X flows),metaphoricity,2.5000000000000000
yorokobi (delight),X wo maku (Y scatters X),comprehensibility,1.9000000000000000
suimin (sleep),X wo abiseru (Y showers X),comprehensibility,0.70000000000000000000
oto (sound),X ga nizimu (X oozes),comprehensibility,2.2000000000000000
human (complaint),X ga moreru (X leaks),novelty,0.30000000000000000000
kairaku (pleasure),X ga waku (X gushes out),novelty,2.6000000000000000
kanasimi (sorrow),X ni uku (Y floats on X),metaphoricity,2.5000000000000000
ito (intention),X wo abiseru (Y showers X),metaphoricity,1.6000000000000000
ansin (relief),X wo kakeru (Y sprays X),comprehensibility,0.90000000000000000000
ikari (anger),X wo kumitoru (Y scoops up X),metaphoricity,1.8000000000000000
ari (ant),X ni hitaru (Y soaks in X),comprehensibility,0.40000000000000000000
jounetu (passion),X ni uku (Y floats on X),comprehensibility,0.90000000000000000000
kuuki (air),X ga hotobasiru (X spurts),novelty,3.8000000000000000
zetubou (despair),X wo susuru (Y sips X),novelty,3.5000000000000000
jouhou (information),X wo abiseru (Y showers X),comprehensibility,2.8000000000000000
kotoba (word),X de susugu (Y rinses Z with X),comprehensibility,0.40000000000000000000
syutisin (shame),X ni sizumu (Y sinks into X),novelty,3.1000000000000000
kairaku (pleasure),X ni sizumu (Y sinks into X),novelty,2.5000000000000000
yorokobi (delight),X ga simiru (X soaks into Y),comprehensibility,3.0000000000000000
kanjou (emotion),X wo kakeru (Y sprays X),comprehensibility,1.5000000000000000
yorokobi (delight),X ga hotobasiru (X spurts),metaphoricity,2.4000000000000000
syutisin (shame),X ni hitasu (Y dips Z in X),metaphoricity,2.0000000000000000
ai (love),X wo tarasu (Y drops X),novelty,3.7000000000000000
syutisin (shame),X ga yodomu (X gets stagnant),novelty,3.3000000000000000
kairaku (pleasure),X ni hitasu (Y dips Z in X),metaphoricity,2.3000000000000000
jikan (time),X ga nagarederu (X flows out),novelty,2.9000000000000000
kairaku (pleasure),X ga yodomu (X gets stagnant),novelty,3.7000000000000000
kimoti (feeling),X ga hotobasiru (X spurts),novelty,1.6000000000000000
oto (sound),X ga sitataru (X drips),novelty,2.9000000000000000
hikari (light),X ni oboreru (Y almost drowns in X),comprehensibility,1.7000000000000000
rikai (understanding),X ga koboreru (X spills out),comprehensibility,1.2000000000000000
keeki (cake),X ni oboreru (Y almost drowns in X),comprehensibility,1.9000000000000000
kanasimi (sorrow),X ga mitiru (X fills Y),comprehensibility,2.9000000000000000
ai (love),X ga nagarederu (X flows out),comprehensibility,2.1000000000000000
ikari (anger),X ga nagareru (X flows),comprehensibility,1.4000000000000000
neko (cat),X wo makitirasu (Y sprinkles X),metaphoricity,2.1000000000000000
